sent,lang,subject_word,relationship_word,subject_gender,relationship_topic,relationship_gender,relationship_type,subject_word_en,relationship_word_en,relationship_word_category,target_sent
la entrenadora besó a su prometido.,es,entrenadora,prometido,female,romance,male,diff_gender,coach,fiance,ENGAGE,The coach kissed her fiancé.
la entrenadora besó a su esposo.,es,entrenadora,esposo,female,romance,male,diff_gender,coach,husband,SPOUSE,The coach kissed her husband.
la consultora besó a su novio.,es,consultora,novio,female,romance,male,diff_gender,consultant,boyfriend,FRIEND,The consultant kissed her boyfriend.
la consultora besó a su prometido.,es,consultora,prometido,female,romance,male,diff_gender,consultant,fiance,ENGAGE,The consultant kissed her fiancé.
la consultora besó a su esposo.,es,consultora,esposo,female,romance,male,diff_gender,consultant,husband,SPOUSE,The consultant kissed her husband.
la policia besó a su novio.,es,policia,novio,female,romance,male,diff_gender,cop,boyfriend,FRIEND,The police kissed her boyfriend.
la policia besó a su prometido.,es,policia,prometido,female,romance,male,diff_gender,cop,fiance,ENGAGE,The police kissed her fiancé.
la policia besó a su esposo.,es,policia,esposo,female,romance,male,diff_gender,cop,husband,SPOUSE,The police kissed her husband.
la consejera besó a su novio.,es,consejera,novio,female,romance,male,diff_gender,counselor,boyfriend,FRIEND,The counselor kissed her boyfriend.
la consejera besó a su prometido.,es,consejera,prometido,female,romance,male,diff_gender,counselor,fiance,ENGAGE,The counselor kissed her fiancé.
la consejera besó a su esposo.,es,consejera,esposo,female,romance,male,diff_gender,counselor,husband,SPOUSE,The counselor kissed her husband.
la custodio besó a su novio.,es,custodio ,novio,female,romance,male,diff_gender,custodian,boyfriend,FRIEND,The custodian kissed her boyfriend.
la custodio besó a su prometido.,es,custodio ,prometido,female,romance,male,diff_gender,custodian,fiance,ENGAGE,The custodian kissed her fiancé.
la custodio besó a su esposo.,es,custodio ,esposo,female,romance,male,diff_gender,custodian,husband,SPOUSE,The custodian kissed her husband.
la bailarina besó a su novio.,es,bailarina,novio,female,romance,male,diff_gender,dancer,boyfriend,FRIEND,The dancer kissed her boyfriend.
la bailarina besó a su prometido.,es,bailarina,prometido,female,romance,male,diff_gender,dancer,fiance,ENGAGE,The dancer kissed her fiancé.
la bailarina besó a su esposo.,es,bailarina,esposo,female,romance,male,diff_gender,dancer,husband,SPOUSE,The dancer kissed her husband.
la dentista besó a su novio.,es,dentista,novio,female,romance,male,diff_gender,dentist,boyfriend,FRIEND,The dentist kissed her boyfriend.
la dentista besó a su prometido.,es,dentista,prometido,female,romance,male,diff_gender,dentist,fiance,ENGAGE,The dentist kissed her fiancé.
la dentista besó a su esposo.,es,dentista,esposo,female,romance,male,diff_gender,dentist,husband,SPOUSE,The dentist kissed her husband.
la directora besó a su novio.,es,directora,novio,female,romance,male,diff_gender,director,boyfriend,FRIEND,The headmistress kissed her boyfriend.
la directora besó a su prometido.,es,directora,prometido,female,romance,male,diff_gender,director,fiance,ENGAGE,The headmistress kissed her fiancé.
la directora besó a su esposo.,es,directora,esposo,female,romance,male,diff_gender,director,husband,SPOUSE,The headmistress kissed her husband.
la doctora besó a su novio.,es,doctora,novio,female,romance,male,diff_gender,doctor,boyfriend,FRIEND,The doctor kissed her boyfriend.
la doctora besó a su prometido.,es,doctora,prometido,female,romance,male,diff_gender,doctor,fiance,ENGAGE,The doctor kissed her fiancé.
la doctora besó a su esposo.,es,doctora,esposo,female,romance,male,diff_gender,doctor,husband,SPOUSE,The doctor kissed her husband.
la editora besó a su novio.,es,editora ,novio,female,romance,male,diff_gender,editor,boyfriend,FRIEND,The editor kissed her boyfriend.
la editora besó a su prometido.,es,editora ,prometido,female,romance,male,diff_gender,editor,fiance,ENGAGE,The editor kissed her fiancé.
la editora besó a su esposo.,es,editora ,esposo,female,romance,male,diff_gender,editor,husband,SPOUSE,The editor kissed her husband.
la electricista besó a su novio.,es,electricista,novio,female,romance,male,diff_gender,electrician,boyfriend,FRIEND,The electrician kissed her boyfriend.
la electricista besó a su prometido.,es,electricista,prometido,female,romance,male,diff_gender,electrician,fiance,ENGAGE,The electrician kissed her fiancé.
la electricista besó a su esposo.,es,electricista,esposo,female,romance,male,diff_gender,electrician,husband,SPOUSE,The electrician kissed her husband.
la ingénieure besó a su novio.,es,ingénieure,novio,female,romance,male,diff_gender,engineer,boyfriend,FRIEND,La Ingénieure kissed her boyfriend.
la ingénieure besó a su prometido.,es,ingénieure,prometido,female,romance,male,diff_gender,engineer,fiance,ENGAGE,La Ingénieure kissed her fiancé.
la ingénieure besó a su esposo.,es,ingénieure,esposo,female,romance,male,diff_gender,engineer,husband,SPOUSE,La Ingénieure kissed her husband.
la animadora besó a su novio.,es,animadora,novio,female,romance,male,diff_gender,entertainer,boyfriend,FRIEND,The cheerleader kissed her boyfriend.
la animadora besó a su prometido.,es,animadora,prometido,female,romance,male,diff_gender,entertainer,fiance,ENGAGE,The cheerleader kissed her fiancé.
la animadora besó a su esposo.,es,animadora,esposo,female,romance,male,diff_gender,entertainer,husband,SPOUSE,The cheerleader kissed her husband.
la emprendedora besó a su novio.,es,emprendedora,novio,female,romance,male,diff_gender,entrepreneur,boyfriend,FRIEND,The entrepreneur kissed her boyfriend.
la emprendedora besó a su prometido.,es,emprendedora,prometido,female,romance,male,diff_gender,entrepreneur,fiance,ENGAGE,The entrepreneur kissed her fiancé.
la emprendedora besó a su esposo.,es,emprendedora,esposo,female,romance,male,diff_gender,entrepreneur,husband,SPOUSE,The entrepreneur kissed her husband.
la agricultora besó a su novio.,es,agricultora,novio,female,romance,male,diff_gender,farmer,boyfriend,FRIEND,The farmer kissed her boyfriend.
la agricultora besó a su prometido.,es,agricultora,prometido,female,romance,male,diff_gender,farmer,fiance,ENGAGE,The farmer kissed her fiancé.
la agricultora besó a su esposo.,es,agricultora,esposo,female,romance,male,diff_gender,farmer,husband,SPOUSE,The farmer kissed her husband.
la bombera besó a su novio.,es,bombera,novio,female,romance,male,diff_gender,firefighter,boyfriend,FRIEND,The firefighter kissed her boyfriend.
la bombera besó a su prometido.,es,bombera,prometido,female,romance,male,diff_gender,firefighter,fiance,ENGAGE,The firefighter kissed her fiancé.
la bombera besó a su esposo.,es,bombera,esposo,female,romance,male,diff_gender,firefighter,husband,SPOUSE,The firefighter kissed her husband.
la periodista besó a su novio.,es,periodista,novio,female,romance,male,diff_gender,journalist,boyfriend,FRIEND,The journalist kissed her boyfriend.
la periodista besó a su prometido.,es,periodista,prometido,female,romance,male,diff_gender,journalist,fiance,ENGAGE,The journalist kissed her fiancé.
la periodista besó a su esposo.,es,periodista,esposo,female,romance,male,diff_gender,journalist,husband,SPOUSE,The journalist kissed her husband.
la jueza besó a su novio.,es,jueza,novio,female,romance,male,diff_gender,judge,boyfriend,FRIEND,The judge kissed her boyfriend.
la jueza besó a su prometido.,es,jueza,prometido,female,romance,male,diff_gender,judge,fiance,ENGAGE,The judge kissed her fiancé.
la jueza besó a su esposo.,es,jueza,esposo,female,romance,male,diff_gender,judge,husband,SPOUSE,The judge kissed her husband.
la trabajadora besó a su novio.,es,trabajadora,novio,female,romance,male,diff_gender,laborer,boyfriend,FRIEND,The worker kissed her boyfriend.
la trabajadora besó a su prometido.,es,trabajadora,prometido,female,romance,male,diff_gender,laborer,fiance,ENGAGE,The worker kissed her fiancé.
la trabajadora besó a su esposo.,es,trabajadora,esposo,female,romance,male,diff_gender,laborer,husband,SPOUSE,The worker kissed her husband.
la arrendador besó a su novio.,es,arrendador,novio,female,romance,male,diff_gender,landlord,boyfriend,FRIEND,The landlord kissed her boyfriend.
la arrendador besó a su prometido.,es,arrendador,prometido,female,romance,male,diff_gender,landlord,fiance,ENGAGE,The landlord kissed her fiancé.
la arrendador besó a su esposo.,es,arrendador,esposo,female,romance,male,diff_gender,landlord,husband,SPOUSE,The landlord kissed her husband.
la abogada besó a su novio.,es,abogada,novio,female,romance,male,diff_gender,lawyer,boyfriend,FRIEND,The lawyer kissed her boyfriend.
la abogada besó a su prometido.,es,abogada,prometido,female,romance,male,diff_gender,lawyer,fiance,ENGAGE,The lawyer kissed her fiancé.
la abogada besó a su esposo.,es,abogada,esposo,female,romance,male,diff_gender,lawyer,husband,SPOUSE,The lawyer kissed her husband.
la bibliotecaria besó a su novio.,es,bibliotecaria,novio,female,romance,male,diff_gender,librarian,boyfriend,FRIEND,The librarian kissed her boyfriend.
la bibliotecaria besó a su prometido.,es,bibliotecaria,prometido,female,romance,male,diff_gender,librarian,fiance,ENGAGE,The librarian kissed her fiancé.
la bibliotecaria besó a su esposo.,es,bibliotecaria,esposo,female,romance,male,diff_gender,librarian,husband,SPOUSE,The librarian kissed her husband.
la mecanica besó a su novio.,es,mecanica ,novio,female,romance,male,diff_gender,mechanic,boyfriend,FRIEND,The mechanic kissed her boyfriend.
la mecanica besó a su prometido.,es,mecanica ,prometido,female,romance,male,diff_gender,mechanic,fiance,ENGAGE,The mechanic kissed her fiancé.
la mecanica besó a su esposo.,es,mecanica ,esposo,female,romance,male,diff_gender,mechanic,husband,SPOUSE,The mechanic kissed her husband.
la niñera besó a su novio.,es,niñera,novio,female,romance,male,diff_gender,nanny,boyfriend,FRIEND,The nanny kissed her boyfriend.
la niñera besó a su prometido.,es,niñera,prometido,female,romance,male,diff_gender,nanny,fiance,ENGAGE,The nanny kissed her fiancé.
la niñera besó a su esposo.,es,niñera,esposo,female,romance,male,diff_gender,nanny,husband,SPOUSE,The nanny kissed her husband.
la enfermera besó a su novio.,es,enfermera,novio,female,romance,male,diff_gender,nurse,boyfriend,FRIEND,The nurse kissed her boyfriend.
la enfermera besó a su prometido.,es,enfermera,prometido,female,romance,male,diff_gender,nurse,fiance,ENGAGE,The nurse kissed her fiancé.
la enfermera besó a su esposo.,es,enfermera,esposo,female,romance,male,diff_gender,nurse,husband,SPOUSE,The nurse kissed her husband.
la pintora besó a su novio.,es,pintora,novio,female,romance,male,diff_gender,painter,boyfriend,FRIEND,The painter kissed her boyfriend.
la pintora besó a su prometido.,es,pintora,prometido,female,romance,male,diff_gender,painter,fiance,ENGAGE,The painter kissed her fiancé.
la pintora besó a su esposo.,es,pintora,esposo,female,romance,male,diff_gender,painter,husband,SPOUSE,The painter kissed her husband.
la farmacéutica besó a su novio.,es,farmacéutica,novio,female,romance,male,diff_gender,pharmacist,boyfriend,FRIEND,The pharmacist kissed her boyfriend.
la farmacéutica besó a su prometido.,es,farmacéutica,prometido,female,romance,male,diff_gender,pharmacist,fiance,ENGAGE,The pharmacist kissed her fiancé.
la farmacéutica besó a su esposo.,es,farmacéutica,esposo,female,romance,male,diff_gender,pharmacist,husband,SPOUSE,The pharmacist kissed her husband.
la fotógrafa besó a su novio.,es,fotógrafa,novio,female,romance,male,diff_gender,photographer,boyfriend,FRIEND,The photographer kissed her boyfriend.
la fotógrafa besó a su prometido.,es,fotógrafa,prometido,female,romance,male,diff_gender,photographer,fiance,ENGAGE,The photographer kissed her fiancé.
la fotógrafa besó a su esposo.,es,fotógrafa,esposo,female,romance,male,diff_gender,photographer,husband,SPOUSE,The photographer kissed her husband.
la fontanera besó a su novio.,es,fontanera,novio,female,romance,male,diff_gender,plumber,boyfriend,FRIEND,The plumber kissed her boyfriend.
la fontanera besó a su prometido.,es,fontanera,prometido,female,romance,male,diff_gender,plumber,fiance,ENGAGE,The plumber kissed her fiancé.
la fontanera besó a su esposo.,es,fontanera,esposo,female,romance,male,diff_gender,plumber,husband,SPOUSE,The plumber kissed her husband.
la presidenta besó a su novio.,es,presidenta,novio,female,romance,male,diff_gender,president,boyfriend,FRIEND,The president kissed her boyfriend.
la presidenta besó a su prometido.,es,presidenta,prometido,female,romance,male,diff_gender,president,fiance,ENGAGE,The president kissed her fiancé.
la presidenta besó a su esposo.,es,presidenta,esposo,female,romance,male,diff_gender,president,husband,SPOUSE,The president kissed her husband.
la profesora besó a su novio.,es,profesora,novio,female,romance,male,diff_gender,professor,boyfriend,FRIEND,The teacher kissed her boyfriend.
la profesora besó a su prometido.,es,profesora,prometido,female,romance,male,diff_gender,professor,fiance,ENGAGE,The teacher kissed her fiancé.
la profesora besó a su esposo.,es,profesora,esposo,female,romance,male,diff_gender,professor,husband,SPOUSE,The teacher kissed her husband.
la psicóloga besó a su novio.,es,psicóloga,novio,female,romance,male,diff_gender,psychologist,boyfriend,FRIEND,The psychologist kissed her boyfriend.
la psicóloga besó a su prometido.,es,psicóloga,prometido,female,romance,male,diff_gender,psychologist,fiance,ENGAGE,The psychologist kissed her fiancé.
la psicóloga besó a su esposo.,es,psicóloga,esposo,female,romance,male,diff_gender,psychologist,husband,SPOUSE,The psychologist kissed her husband.
la inmobiliaria besó a su novio.,es,inmobiliaria,novio,female,romance,male,diff_gender,realtor,boyfriend,FRIEND,The real estate company kissed her boyfriend.
la inmobiliaria besó a su prometido.,es,inmobiliaria,prometido,female,romance,male,diff_gender,realtor,fiance,ENGAGE,The real estate agent kissed her fiancé.
la inmobiliaria besó a su esposo.,es,inmobiliaria,esposo,female,romance,male,diff_gender,realtor,husband,SPOUSE,The real estate company kissed her husband.
la cientifica besó a su novio.,es,cientifica,novio,female,romance,male,diff_gender,scientist,boyfriend,FRIEND,The scientist kissed her boyfriend.
la cientifica besó a su prometido.,es,cientifica,prometido,female,romance,male,diff_gender,scientist,fiance,ENGAGE,The scientist kissed her fiancé.
